:ID,:LABEL,text
between_a_solar_primary_and_secondary_system,quality,between a solar primary and secondary system
0_1m2,value,0.1m2
heat_exchanger_area,property,heat exchanger area
every_1m2,quality,every 1m2
net_absorber_area,property,net absorber area
solar_collector,object,solar collector
being_connected_to_a_new_dwelling,quality,being connected to a new dwelling
not_have_a_CO2_emission_factor_for_delivered_heat_to_the_dwelling_which_is_greater_than_0_350kgCO2_kWh,quality,not have a CO2 emission factor for delivered heat to the dwelling which is greater than 0.350kgCO2/kWh
heat_pump_installations,object,heat pump installations
heat_sources,object,heat sources
available_to_the_same_building,quality,available to the same building
appropriately_incorporated_into_a_singular_control_system,quality,appropriately incorporated into a singular control system
when_there_is_no_demand_for_space_heating_or_hot_water_the_heating_appliance_and_pump_are_switched_off,quality,when there is no demand for space heating or hot water the heating appliance and pump are switched off
boiler_interlock,object,boiler interlock
those,object,those
in_contact_with_the_outside_of_the_dwelling,quality,in contact with the outside of the dwelling
insulated_to_limit_heat_losses_to_not_more_than_10W_m2,quality,insulated to limit heat losses to not more than 10W/m2
external_to_the_heater,quality,external to the heater
time_switch_programmer,object,time switch/programmer
room_thermostat,object,room thermostat
programmable,quality,programmable
calculated_using_the_sum_of_the_thermal_resistance_of_the_floor_finish_and_the_underlying_heated_layer___multiplied_by_10,quality,"calculated using the sum of the thermal resistance of the floor finish and the underlying heated layer , multiplied by 10"
space_heating_systems,object,space heating systems
installed_for_the_heating_appliance,quality,installed for the heating appliance
integrated_in_the_heater,quality,integrated in the heater
room_temperature_sensor,object,room temperature sensor
linked_to_heater_firing_and_fan_speed_control,quality,linked to heater firing and fan speed control
number_of_appliances,property,number of appliances
one_per_100m2,value,one per 100m2
heating_plant_emission_rate,property,heating plant emission rate
micro_combined_heat_and_power_system,object,micro combined heat and power system
emission_rate,property,emission rate
regular,quality,regular
using_the_same_fuel_as_the_microCHP,quality,using the same fuel as the microCHP
seasonal_energy_efficiency_ratio,property,seasonal energy efficiency ratio
air_conditioner,object,air conditioner
working_in_cooling_mode,quality,working in cooling mode
4_0,value,4.0
permanent,quality,permanent
removable,quality,removable
seating,object,seating
provided_as_part_of_the_design,quality,provided as part of the design
disabled_people,object,disabled people
have_a_choice_of_seating_location_at_spectator_events,quality,have a choice of seating location at spectator events
held_open,quality,held open
avoid_people_being_harmed_by_walking_into_the_door,quality,avoid people being harmed by walking into the door
with_visual_impairment,quality,with visual impairment
be_in_no_doubt_as_to_the_location_of_glass_doors___especially_when_they_are_within_a_glazed_screen,quality,"be in no doubt as to the location of glass doors , especially when they are within a glazed screen"
landing_call_buttons,object,landing call buttons
located_between_900mm_and_1100mm_from_the_floor_of_the_landing_and_at_least_500mm_from_any_return_wall,quality,located between 900mm and 1100mm from the floor of the landing and at least 500mm from any return wall
lifting_platform_controls,object,lifting platform controls
located_between_800mm_and_1100mm_from_the_floor_of_the_lifting_platform_and_at_least_400mm_from_any_return_wall,quality,located between 800mm and 1100mm from the floor of the lifting platform and at least 400mm from any return wall
presence,property,presence
closed,quality,closed
apparent_to_visually_impaired_people_through_the_careful_choice_of_colour_and_material_for_the_door_and_its_surroundings,quality,apparent to visually impaired people through the careful choice of colour and material for the door and its surroundings
rated_speed,property,rated speed
platform,object,platform
0_15m_s,value,0.15m/s
to_appreciate_the_size_of_a_space_they_have_entered,quality,to appreciate the size of a space they have entered
to_find_their_way_around,quality,to find their way around
visual_contrast,property,visual contrast
between_the_wall_and_the_ceiling,quality,between the wall and the ceiling
between_the_wall_and_the_floor,quality,between the wall and the floor
able_to_use_presentation_facilities,quality,able to use presentation facilities
exceptional_circumstances,property,exceptional circumstances
wheelchair_platform_stairlift,object,wheelchair platform stairlift
considered___provided_its_installation_does_not_conflict_with_requirements_for_means_of_escape,quality,"considered , provided its installation does not conflict with requirements for means of escape"
users,object,users
able_to_locate_suitable_seating,quality,able to locate suitable seating
move_safely_and_easily_to_and_from_the_seating_area_and_ancillary_accommodation___such_as_lavatories___dining_rooms_and_bedroom_suites,quality,"move safely and easily to and from the seating area and ancillary accommodation , such as lavatories , dining rooms and bedroom suites"
lifting_device,object,lifting device
chosen,quality,chosen
internal_stairs,object,internal stairs
always_be_provided_as_an_alternative_means_of_vertical_access,quality,always be provided as an alternative means of vertical access
designed_to_suit_ambulant_disabled_people_and_those_with_impaired_sight,quality,designed to suit ambulant disabled people and those with impaired sight
Corridors,object,Corridors
wide_enough_to_allow_people_with_buggies___people_carrying_cases_or_people_on_crutches_to_pass_others_on_the_access_route,quality,"wide enough to allow people with buggies , people carrying cases or people on crutches to pass others on the access route"
with_hearing_impairments,quality,with hearing impairments
able_to_participate_fully_in_conferences___committee_meetings_and_study_groups,quality,"able to participate fully in conferences , committee meetings and study groups"
potential,quality,potential
barriers,object,barriers
use,property,use
avoided_whenever_appropriate,quality,avoided whenever appropriate
identifying_the_floor_reached,quality,identifying the floor reached
provided_on_each_landing_in_a_location_that_can_be_easily_seen_from_the_lifting_device,quality,provided on each landing in a location that can be easily seen from the lifting device
it_contrasts_visually_with_its_surrounding,quality,it contrasts visually with its surrounding
floor_areas,object,floor areas
located_at_different_levels,quality,located at different levels
about_the_building,quality,about the building
easily_obtained_from_a_reception_point_or_gathered_from_notice_boards_and_signs,quality,easily obtained from a reception point or gathered from notice boards and signs
sleeping_accommodation,object,sleeping accommodation
hotels,object,hotels
motels,object,motels
student_accommodation,object,student accommodation
designed_for_independent_use_by_wheelchair_users,quality,designed for independent use by wheelchair users
minimum,quality,minimum
dimensions,property,dimensions
1100mm,value,1100mm
1400mm,value,1400mm
deep,property,deep
located_at_90Â__relative_to_each_other,quality,located at 90Â° relative to each other
lifting_platform,object,lifting platform
enclosed,quality,enclosed
provision,object,provision
being_made_for_an_accompanied_wheelchair_user,quality,being made for an accompanied wheelchair user
given_to_providing_an_area_next_to_certain_seats_for_an_assistance_dog_to_rest,quality,given to providing an area next to certain seats for an assistance dog to rest
is_open,quality,is open
with_impaired_sight,quality,with impaired sight
able_to_identify_the_door_opening_within_the_wall___as_well_as_the_leading_edge_of_the_door,quality,"able to identify the door opening within the wall , as well as the leading edge of the door"
needed_for_fire_control,quality,needed for fire control
electrically_powered,quality,electrically powered
hold_open_devices,object,hold-open devices
swing_free,quality,swing-free
used_as_appropriate,quality,used as appropriate
Lift_door_systems,object,Lift door systems
designed_to_allow_adequate_time_for_people___and_any_assistance_dogs___to_enter_or_leave_the_lift_without_coming_into_contact_with_closing_doors,quality,"designed to allow adequate time for people , and any assistance dogs , to enter or leave the lift without coming into contact with closing doors"
travel_distance,property,travel distance
2m,value,2m
where_there_is_no_liftway_enclosure_and_no_floor_penetration,quality,where there is no liftway enclosure and no floor penetration
where_there_is_a_liftway_enclosure,quality,where there is a liftway enclosure
Signs,property,Signs
indicating_the_location_of_a_lifting_device_accessible_by_mobility_impaired_people,quality,indicating the location of a lifting device accessible by mobility-impaired people
clearly_visible_from_the_building_entrance,quality,clearly visible from the building entrance
absence,property,absence
harmonised,quality,harmonised
European_Standards,object,European Standards
products,object,products
travel,property,travel
3m,value,3m
product_certificate,property,product certificate
issued_by_a_Notified_Body,quality,issued by a Notified Body
apparent,quality,apparent
shut,quality,shut
refreshment_facilities,object,refreshment facilities
bars_and_counters,object,bars and counters
at_a_level_suitable_for_wheelchair_users,quality,at a level suitable for wheelchair users
mobility_impaired,quality,mobility-impaired
going,object,going
300mm,value,300mm
preferred,quality,preferred
visually,quality,visually
acoustically_reflective,quality,acoustically reflective
wall_surfaces,object,wall surfaces
minimised_within_the_lifting_platform_to_prevent_discomfort_for_people_with_visual_and_hearing_impairment,quality,minimised within the lifting platform to prevent discomfort for people with visual and hearing impairment
lobby,object,lobby
large_enough,quality,large enough
shape,property,shape
to_allow_a_wheelchair_user_or_a_person_pushing_a_pram_to_move_clear_of_one_door_before_opening_the_second_door,quality,to allow a wheelchair user or a person pushing a pram to move clear of one door before opening the second door
Manual_controls,object,Manual controls
entrance_doors,object,entrance doors
clearly_distinguishable_against_the_background,quality,clearly distinguishable against the background
not_located_so_that_a_person___having_used_the_control___needs_to_move_to_avoid_contact_with_the_door_as_it_opens,quality,"not located so that a person , having used the control , needs to move to avoid contact with the door as it opens"
All,quality,All
wheelchair_users,object,wheelchair users
able_to_reach_and_use_the_controls_that_summon_and_direct_the_lifting_platform,quality,able to reach and use the controls that summon and direct the lifting platform
Good,quality,Good
acoustic_design,object,acoustic design
employed_to_achieve,quality,employed to achieve
acoustic_environment,object,acoustic environment
that_is_neither_too_reverberant_nor_too_absorbent,quality,that is neither too reverberant nor too absorbent
so_that_announcements_and_conversations_can_be_heard_clearly,quality,so that announcements and conversations can be heard clearly
able_to_reach_and_use_the_controls_that_summon_and_direct_the_lifting_device,quality,able to reach and use the controls that summon and direct the lifting device
service_building,object,service building
reception,property,reception
sales_counter,property,sales counter
convenient,quality,convenient
at_a_level_suitable_for_a_wheelchair_user_or_a_seated_person,quality,at a level suitable for a wheelchair user or a seated person
passenger_lift,object,passenger lift
most_suitable_means_of_vertical_access,quality,most suitable means of vertical access
provided_wherever_possible,quality,provided wherever possible
commissioning_notice,object,commissioning notice
given_to_the_building_control_body,quality,given to the building control body
copy,object,copy
submitted_to_the_building_control_body_as_evidence_that_the_system_has_been_correctly_installed___inspected_and_commissioned,quality,"submitted to the building control body as evidence that the system has been correctly installed , inspected and commissioned"
only_a_basement,quality,only a basement
treated_as_a_single_storey_dwelling_above_ground_level,quality,treated as a single-storey dwelling above ground level
measured,quality,measured
air_flow_rates,property,air flow rates
Adequate,quality,Adequate
available_for_access_to_maintain_ventilation_equipment,quality,available for access to maintain ventilation equipment
Air_flow_rates,property,Air flow rates
installation_and_commissioning_checklist,object,installation and commissioning checklist
flexible,quality,flexible
full_internal_diameter_is_maintained,quality,full internal diameter is maintained
flow_resistance_is_minimised,quality,flow resistance is minimised
high_rate_controls,object,high rate controls
provided_locally_to_the_spaces_being_served,quality,provided locally to the spaces being served
Background_ventilators,object,Background ventilators
at_least_1700mm_above_floor_level___to_reduce_cold_draughts,quality,"at least 1700mm above floor level , to reduce cold draughts"
easy_for_the_occupant_to_reach,quality,easy for the occupant to reach
performance_standards,property,performance standards
from_outside_to_inside_the_dwelling,quality,from outside to inside the dwelling
from_inside_the_dwelling_to_outside,quality,from inside the dwelling to outside
Continuously_running,quality,Continuously running
set_up_to_operate_without_occupant_intervention,quality,set up to operate without occupant intervention
for_selecting_the_high_rate_of_operation,quality,for selecting the high rate of operation
inspected_to_ensure_that_the_following_have_been_achieved,quality,inspected to ensure that the following have been achieved
Controls,object,Controls
ventilators,object,ventilators
ventilation_in_each_room_can_be_adjusted,quality,ventilation in each room can be adjusted
Duct,object,Duct
connections,object,connections
mechanically_secured,quality,mechanically secured
adequately_sealed_to_prevent_leaks,quality,adequately sealed to prevent leaks
air_terminal,object,air terminal
90,value,90
office,object,office
provide_purge_ventilation,quality,provide purge ventilation
reduce_pollutants_before_the_office_space_is_occupied_or_after_activities_such_as_painting,quality,reduce pollutants before the office space is occupied or after activities such as painting
Extract_ventilators,object,Extract ventilators
sanitary_accommodation,object,sanitary accommodation
capable_of_continuous_operation_if_required,quality,capable of continuous operation if required
extract_ventilation,object,extract ventilation
heat_recovery,property,heat recovery
balanced_to_achieve_design_air_flow_rates_at_each_room_terminal,quality,balanced to achieve design air flow rates at each room terminal
terminals,object,terminals
automatic_flow_adjustment,property,automatic flow adjustment
fan_unit,object,fan unit
fan,object,fan
speed,property,speed
set_to_achieve_the_desired_continuous_flow_rate,quality,set to achieve the desired continuous flow rate
fans_operating_in_normal_background_ventilation_mode_are_not_overly_noisy___taking_into_consideration_the_use_and_likely_background_level_of_noise_from_other_sources,quality,"fans operating in normal background ventilation mode are not overly noisy , taking into consideration the use and likely background level of noise from other sources"
Hinged,quality,Hinged
pivot,quality,pivot
opening_angle,property,opening angle
15_degrees,value,15 degrees
not_suitable_for_purge_ventilation,quality,not suitable for purge ventilation
set_to_a_significantly_closed_position_to_achieve_the_required_air_flow_rate,quality,set to a significantly closed position to achieve the required air flow rate
reduced,quality,reduced
rebalanced,quality,rebalanced
exhaust_air_terminal,object,exhaust air terminal
located_on_a_facade_that_is_exposed_to_the_prevailing_wind,quality,located on a facade that is exposed to the prevailing wind
minimise_likely_wind_effects,quality,minimise likely wind effects
exposed,quality,exposed
facade,object,facade
close_to_an_area_of_sustained_and_loud_noise,quality,close to an area of sustained and loud noise
noise_attenuating_background_ventilator,object,noise-attenuating background ventilator
background_ventilators,object,background ventilators
at_least_500mm_apart,quality,at least 500mm apart
insulating_material,object,insulating material
cavity_wall,object,cavity wall
prevent_the_subsequent_permeation_of_any_toxic_fumes_from_that_material_into_any_part_of_the_building_occupied_by_people,quality,prevent the subsequent permeation of any toxic fumes from that material into any part of the building occupied by people
basement,object,basement
bedrooms,object,bedrooms
treated_as_having_one_bedroom,quality,treated as having one bedroom
required_for_the_purposes_of_meeting_the_ventilation_standards,quality,required for the purposes of meeting the ventilation standards
centralised_system,object,centralised system
extended_into_the_additional_room,quality,extended into the additional room
similar___to_allow_cross_ventilation,quality,"similar , to allow cross-ventilation"
ventilation_rate,property,ventilation rate
13l_s,value,13l/s
index_terminal,object,index terminal
total_flow_rate,property,total flow rate
can_not_be_achieved_through_all_the_terminals,quality,can not be achieved through all the terminals
increased,quality,increased
intermittent_extract_fan,object,intermittent extract fan
continue_to_operate_the_fan_for_at_least_15_minutes_after_the_room_is_vacated,quality,continue to operate the fan for at least 15 minutes after the room is vacated
Insulating_materials,object,Insulating materials
give_off_formaldehyde_fumes___either_when_used_or_later_in_normal_use__,quality,give off formaldehyde fumes ( either when used or later in normal use )
used_to_insulate_the_cavity_in_a_cavity_wall_where_there_is_a_continuous_barrier_which_will_minimise_as_far_as_practicable_the_passage_of_fumes_to_the_occupiable_parts,quality,used to insulate the cavity in a cavity wall where there is a continuous barrier which will minimise as far as practicable the passage of fumes to the occupiable parts
Intermittent_extract_fans,object,Intermittent extract fans
supply_terminals,object,supply terminals
directed,quality,directed
avoid_draughts,quality,avoid draughts
commissioned_in_accordance_with_an_approved_procedure,quality,commissioned in accordance with an approved procedure
commissioned_to_provide_adequate_ventilation,quality,commissioned to provide adequate ventilation
heat_recovery_systems,object,heat recovery systems
designed_to_avoid_the_moist_air_from_the_wet_rooms_recirculating_to_the_habitable_rooms,quality,designed to avoid the moist air from the wet rooms recirculating to the habitable rooms
Rooms,object,Rooms
designed_to_contain_printers_and_photocopiers_in_substantial_use___more_than_30_minutes_per_hour__,quality,designed to contain printers and photocopiers in substantial use ( more than 30 minutes per hour )
not_be_designed_to_be_occupied,quality,not be designed to be occupied
through_infiltration,quality,through infiltration
ventilation_provision,property,ventilation provision
shown_to_meet_an_equal_level_of_performance,quality,shown to meet an equal level of performance
Purge_ventilation,object,Purge ventilation
capable_of_extracting_at_least_four_air_changes_per_hour_per_room_directly_to_the_outside,quality,capable of extracting at least four air changes per hour per room directly to the outside
Rigid_connectors,object,Rigid connectors
jubilee_clips,object,jubilee clips
used_for_flexible_ducting_to_ensure_a_good_seal,quality,used for flexible ducting to ensure a good seal
Rigid_ducts,object,Rigid ducts
used_wherever_possible,quality,used wherever possible
allow_fresh_air_into_the_home,quality,allow fresh air into the home
left_open,quality,left open
actual,quality,actual
equivalent_area,property,equivalent area
air_extract_rate,property,air extract rate
20_litres_per_second,value,20 litres per second
machine,object,machine
during_use,quality,during use
air_flow_rate,property,air flow rate
ventilation_fans,object,ventilation fans
tested,quality,tested
air_flow_resistance,property,air flow resistance
considered_when_specifying_ventilation_systems,quality,considered when specifying ventilation systems
treated_separately_as_a_single_storey_dwelling_above_ground_level,quality,treated separately as a single-storey dwelling above ground level
cooker_hood,object,cooker hood
span,property,span
full_width,property,full width
cooker,object,cooker
correct,quality,correct
operation,property,operation
control_function,property,control function
tested_where_it_is_practical,quality,tested where it is practical
approximately_achieve_the_desired_continuous_flow_rate,quality,approximately achieve the desired continuous flow rate
general,quality,general
adjoining_rooms,object,adjoining rooms
achieved_using_background_ventilators,quality,achieved using background ventilators
flow_rate,property,flow rate
set_with_the_terminal_fully_open,quality,set with the terminal fully open
adjusted_to_achieve_the_required_flow_rates_at_each_terminal,quality,adjusted to achieve the required flow rates at each terminal
adjusted_to_achieve_the_required_flows_at_each_terminal,quality,adjusted to achieve the required flows at each terminal
above_ground_level,quality,above ground level
considered_separately,quality,considered separately
quality_of_the_installation,property,quality of the installation
ventilator_product,object,ventilator product
checked_to_ensure_it_is_correctly_mounted_within_the_wall_or_window_aperture,quality,checked to ensure it is correctly mounted within the wall or window aperture
three_part,quality,three-part
form,object,form
completed_for_each_installation_address,quality,completed for each installation address
total_number_of_ventilators,property,total number of ventilators
habitable_rooms,object,habitable rooms
kitchens,object,kitchens
properties,object,properties
four,value,four
Five_ventilators,value,Five ventilators
total_supply_air_flow,property,total supply air flow
distributed_proportionately_to_the_volume_of_each_habitable_room,quality,distributed proportionately to the volume of each habitable room
To_reduce_the_risks_to_the_health_of_persons_in_buildings,quality,To reduce the risks to the health of persons in buildings
formaldehyde_fumes,object,formaldehyde fumes
given_off_by_urea_formaldehyde_foams,quality,given off by urea formaldehyde foams
not_penetrate_to_occupied_parts_of_buildings_to_an_extent_which_would_give_rise_to_an_irritant_concentration,quality,not penetrate to occupied parts of buildings to an extent which would give rise to an irritant concentration
not_penetrate_to_the_occupied_parts_of_buildings_to_an_extent_which_would_give_rise_to_an_irritant_concentration,quality,not penetrate to the occupied parts of buildings to an extent which would give rise to an irritant concentration
Ventilation_intakes,object,Ventilation intakes
located_away_from_the_direct_impact_of_the_sources_of_local_pollution,quality,located away from the direct impact of the sources of local pollution
controllable,quality,controllable
Ventilation_systems,object,Ventilation systems
recirculate_air_between_more_than_one_space___room_or_zone,quality,"recirculate air between more than one space , room or zone"
able_to_operate_in_a_mode_that_reduces_the_risk_of_the_transmission_of_airborne_infection,quality,able to operate in a mode that reduces the risk of the transmission of airborne infection
living_room_accommodation,object,living room accommodation
not_separate_rooms,quality,not separate rooms
of_the_same_equivalent_area_as_for_other_habitable_rooms,quality,of the same equivalent area as for other habitable rooms
open_plan_space,object,open-plan space
building_work,object,building work
bathroom,object,bathroom
fans___including_cooker_hoods___where_they_extract_to_the_outside__,object,"fans ( including cooker hoods , where they extract to the outside )"
retained,quality,retained
flexible_ducts,object,flexible ducts
final,quality,final
lengths,property,lengths
kept_to_a_minimum,quality,kept to a minimum
prevailing_wind_direction,property,prevailing wind direction
exhaust_outlets,object,exhaust outlets
downwind_of_intakes,quality,downwind of intakes
passive_stack_ventilation,quality,passive stack ventilation
located_in_the_ceiling,quality,located in the ceiling
Calibration,object,Calibration
carried_out_in_accordance_with_CIBSEs_TM23,quality,carried out in accordance with CIBSEs TM23
20,value,20
design_solar_load,property,design solar load
25W_m2,value,25W/m2
building_owner,object,building owner
complex,quality,complex
projects,object,projects
commissioning_manager,object,commissioning manager
forms_all___or_part_of___the_approach_route,quality,"forms all , or part of , the approach route"
additional_allowance,quality,additional allowance
wheelchair_user_can_pass_a_parked_car,quality,wheelchair user can pass a parked car
at_least_the_same_extent_as_in_the_existing_building,quality,at least the same extent as in the existing building
excluding_display_windows,quality,excluding display windows
within_the_area_served,quality,within the area served
40,value,40
estimated_using_the_National_Calculation_Methodology_Modelling_Guide,quality,estimated using the National Calculation Methodology Modelling Guide
approach_route,object,approach route
cross_fall,property,cross fall
1_in_40,value,1 in 40
close_to_the_draw_off_points,quality,close to the draw-off points
storage_capacity,property,storage capacity
100_litres,value,100 litres
level,quality,level
gently_sloping,quality,gently sloping
where_necessary___ramped,quality,"where necessary , ramped"
situated_centrally_with_a_distribution_system_to_supply_water_to_the_drawoff_points,quality,situated centrally with a distribution system to supply water to the drawoff points
capacity,property,capacity
300_litres,value,300 litres
assessed___and_the_results_documented_and_handed_over_to_the_building_owner_with_the_manufacturers_supporting_literature,quality,"assessed , and the results documented and handed over to the building owner with the manufacturers supporting literature"
ducted_systems,object,ducted systems
served_by_fans,quality,served by fans
design_flow_rate,property,design flow rate
1m3_s,value,1m3/s
ductwork_leakage_tests,object,ductwork leakage tests
carried_out,quality,carried out
Requirements,object,Requirements
accessibility,quality,accessibility
balanced_against_preserving_historic_buildings_or_environments,quality,balanced against preserving historic buildings or environments
safe_and_convenient_for_everyone___including_older_and_disabled_people_and_some_wheelchair_users,quality,"safe and convenient for everyone , including older and disabled people and some wheelchair users"
value,property,value
consequential,quality,consequential
improvement_works,object,improvement works
principal_works,object,principal works
Reasonable,quality,Reasonable
conservation_of_fuel_and_power,object,conservation of fuel and power
limiting_heat_gains_and_losses,quality,limiting heat gains and losses
through_thermal_elements_and_other_parts_of_the_building_fabric,quality,through thermal elements and other parts of the building fabric
from_pipes___ducts_and_vessels_used_for_space_heating___space_cooling_and_hot_water_services,quality,"from pipes , ducts and vessels used for space heating , space cooling and hot water services"
providing_fixed_building_services,quality,providing fixed building services
energy_efficient_to_a_reasonable_standard,quality,energy efficient to a reasonable standard
effective_controls,quality,effective controls
commissioned_by_testing_and_adjusting_as_necessary_to_ensure_they_use_no_more_fuel_and_power_than_is_reasonable_in_the_circumstances,quality,commissioned by testing and adjusting as necessary to ensure they use no more fuel and power than is reasonable in the circumstances
20__,value,20 %
on_site_electricity_generation_is_installed,quality,on-site electricity generation is installed
reasonable,quality,reasonable
system_and_its_electrical_output,object,system and its electrical output
commissioned_by_testing_and_adjusting_as_necessary_to_ensure_that_it_produces_the_maximum_electricity_that_is_reasonable_in_the_circumstances,quality,commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances
g_value,object,g-value
no_worse_than_0_3,quality,no worse than 0.3
sloping_surfaces,object,sloping surfaces
galleries,object,galleries
raked_auditoria,object,raked auditoria
tiered_terraces,object,tiered terraces
taken_as_their_area_on_plan,quality,taken as their area on plan
Air_permeability,property,Air permeability
m3____hm2___at_50Pa,value,m3/ ( hm2 ) at 50Pa
made_for_people,quality,made for people
gain_access_to___and___b___use___the_dwelling_and_its_facilities,quality,"gain access to ; and ( b ) use , the dwelling and its facilities"
Remedial_work,object,Remedial work
achieve_satisfactory_performance_in_retests,quality,achieve satisfactory performance in retests
flight,object,flight
between_landings,quality,between landings
total_useful,quality,total useful
being_extended,quality,being extended
habitable_area,property,habitable area
being_increased,quality,being increased
consequential_improvements_should_be_installed,quality,consequential improvements should be installed
parasitic_energy_use,property,parasitic energy use
unknown,quality,unknown
allowance,property,allowance
0_3W_m2,value,0.3W/m2
control_system,object,control system
Individual,quality,Individual
flights,object,flights
1_15,value,1:15
10m,value,10m
1_12,value,1:12
5m,value,5m
technically___functionally_and_economically_feasible_measures,object,"technically , functionally and economically feasible measures"
to_improve_the_fabric_of_the_building_served_by_the_service,quality,to improve the fabric of the building served by the service
implemented,quality,implemented
Air_pressure_tests,object,Air pressure tests
performed_following_the_guidance_in_the_approved_airtightness_testing_methodology___CIBSEs_TM23,quality,"performed following the guidance in the approved airtightness testing methodology , CIBSEs TM23"
justification,object,justification
strategy,object,strategy
in_line_with_the_approved_airtightness_testing_methodology___CIBSEs_TM23,quality,"in line with the approved airtightness testing methodology , CIBSEs TM23"
Test_data,object,Test data
from_a_minimum_of_five_in_situ_measurements_of_the_same_module_types,quality,from a minimum of five in-situ measurements of the same module types
link_details_as_used_in_the_actual_building,quality,link details as used in the actual building
power_socket,object,power socket
suitable_for_powering_the_lifting_device,quality,suitable for powering the lifting device
close_to_the_liftway,quality,close to the liftway
Door_entry_controls,object,Door entry controls
900_1000mm,value,900-1000mm
above,property,above
finished,quality,finished
ground_level,object,ground level
away,property,away
projecting_corner,object,projecting corner
Lifting_devices,object,Lifting devices
positioned_with_the_end_opposite_to_the_entry_point_located_against_a_wall_at_every_floor_level,quality,positioned with the end opposite to the entry point located against a wall at every floor level
serves_more_than_three_storeys,quality,serves more than three storeys
visual_and_audible_indicators,object,visual and audible indicators
to_identify_the_floor_reached,quality,to identify the floor reached
meet_the_needs_of_occupants_with_differing_needs___including_some_older_or_disabled_people,quality,"meet the needs of occupants with differing needs , including some older or disabled people"
allow_adaptation_of_the_dwelling_to_meet_the_changing_needs_of_occupants_over_time,quality,allow adaptation of the dwelling to meet the changing needs of occupants over time
provide_easy_access_between_rooms_on_the_entrance_storey,quality,provide easy access between rooms on the entrance storey
stepped_change_of_level_within_the_entrance_storey_should_be_avoided_where_possible,quality,stepped change of level within the entrance storey should be avoided where possible
not_reasonable_to_achieve_a_step_free_approach_route_to_the_principal_private_entrance,quality,not reasonable to achieve a step-free approach route to the principal private entrance
step_free_approach_route_should_be_provided_to_a_suitable_alternative_private_entrance_instead,quality,step-free approach route should be provided to a suitable alternative private entrance instead
safe_and_convenient_for_everyone,quality,safe and convenient for everyone
be_at_the_shallowest_gradient_that_can_reasonably_be_achieved,quality,be at the shallowest gradient that can reasonably be achieved
be_stepfree,quality,be stepfree
irrespective_of_the_storey_on_which_the_dwelling_is_located,quality,irrespective of the storey on which the dwelling is located
full,quality,full
under_a_stair_that_forms_part_of_the_storage_provision,quality,under a stair that forms part of the storage provision
1m2,value,1m2
relationship,property,relationship
between_the_kitchen___dining_and_living_areas,quality,"between the kitchen , dining and living areas"
step_free,quality,step-free
load_capacity,property,load capacity
400kg,value,400kg
strong_enough_to_support_grab_rails___seats_and_other_adaptations_that_could_impose_a_load_of_up_to_1_5kN_m2,quality,"strong enough to support grab rails , seats and other adaptations that could impose a load of up to 1.5kN/m2"
principal_living_area,object,principal living area
located_between_450mm_and_1200mm_above_floor_level___unless_the_window_is_fitted_with_a_remote_opening_device_that_is_within_this_height_range,quality,"located between 450mm and 1200mm above floor level , unless the window is fitted with a remote opening device that is within this height range"
installed_to_allow_the_potential_liftway_to_be_used_as_storage_or_for_other_purposes,quality,installed to allow the potential liftway to be used as storage or for other purposes
easily_removed_without_structural_alteration,quality,easily removed without structural alteration
Double_doors,object,Double doors
nibs,object,nibs
leaf,object,leaf
key_parts_of_the_accommodation,object,key parts of the accommodation
easily_altered_to_meet_the_needs_of_a_wheelchair_user,quality,easily altered to meet the needs of a wheelchair user
where_required_by_a_local_planning_authority,quality,where required by a local planning authority
dwelling_is_wheelchair_accessible,quality,dwelling is wheelchair accessible
parking,object,parking
private_curtilage,object,private curtilage
carport,object,carport
at_least_one_space_is_a_standard_parking_bay,quality,at least one space is a standard parking bay
widened,property,widened
3_3m,value,3.3m
grippable_handrail,object,grippable handrail
850_1000mm,value,850-1000mm
pitch_line_of_the_flight,object,pitch line of the flight
extends,property,extends
beyond_the_top_and_bottom_nosings,quality,beyond the top and bottom nosings
communal,quality,communal
blocks_of_flats,object,blocks of flats
standard,quality,standard
parking_bay,object,parking bay
close_to_the_communal_entrance_of_each_core_of_the_block___or_to_the_lift_core_where_the_parking_bay_is_internal__,quality,close to the communal entrance of each core of the block ( or to the lift core where the parking bay is internal )
allow_simple_adaptation_of_the_dwelling_to_meet_the_needs_of_occupants_who_use_wheelchairs,quality,allow simple adaptation of the dwelling to meet the needs of occupants who use wheelchairs
meet_the_needs_of_occupants_who_use_wheelchairs,quality,meet the needs of occupants who use wheelchairs
overridden_by_a_door_reactivating_device_that_relies_on_appropriate_electronic_methods___but_not_a_door_edge_pressure_system,quality,overridden by a door reactivating device that relies on appropriate electronic methods ( but not a door edge pressure system
lift_door,object,lift door
remains_fully_open,quality,remains fully open
three_seconds,value,three seconds
Unit_length,property,Unit length
measured_through_midline_of_the_worktop___not_the_front_or_rear_edge,quality,"measured through midline of the worktop , not the front or rear edge"
wide_range,quality,wide range
accompanied_wheelchair_users,object,accompanied wheelchair users
able_to_access_and_use_the_lift,quality,able to access and use the lift
adopt_the_shallowest_gradient_that_can_reasonably_be_achieved,quality,adopt the shallowest gradient that can reasonably be achieved
Turning_circle,object,Turning circle
